Mod:Item:MetaData, Localized Name
thaumicaugmentation:pressure_plate_greatwood, 宏伟之木压力板
thaumicaugmentation:pressure_plate_silverwood, 银木压力板
thaumicaugmentation:pressure_plate_arcane_stone, 奥术石压力板
thaumicaugmentation:warded_pressure_plate_greatwood, 宏伟之木奥能压力板
thaumicaugmentation:warded_pressure_plate_silverwood, 银木奥能压力板
thaumicaugmentation:warded_pressure_plate_arcane_stone, 奥术石奥能压力板
thaumicaugmentation:urn:0, 寻常瓮
thaumicaugmentation:urn:1, 非凡瓮
thaumicaugmentation:urn:2, 罕见瓮
thaumicaugmentation:item_grate, 滤物格栅
thaumicaugmentation:glass_tube, 玻璃源质管道
thaumicaugmentation:impetus_creative:0, Creative Impetus Source
thaumicaugmentation:impetus_creative:1, Creative Impetus Sink
thaumicaugmentation:gauntlet:0, 神秘法师护手
thaumicaugmentation:gauntlet:1, 虚空预言者法师护手
thaumicaugmentation:material:0, 灵气再生格栅
thaumicaugmentation:material:1, 守护印记
thaumicaugmentation:material:2, 齿轮组
thaumicaugmentation:material:3, 元动能量单元
thaumicaugmentation:material:4, 背带基底
thaumicaugmentation:material:5, 元动宝石
thaumicaugmentation:seal_copier, 印记拓印器
thaumicaugmentation:arcane_door:0, 宏伟之木奥能之扉
thaumicaugmentation:arcane_door:1, 神秘奥能之扉
thaumicaugmentation:arcane_door:2, 银木奥能之扉
thaumicaugmentation:key:0, 铁钥匙
thaumicaugmentation:key:1, 黄铜钥匙
thaumicaugmentation:key:2, 神秘钥匙
thaumicaugmentation:void_boots, 虚空神秘使靴子
thaumicaugmentation:rift_seed:0, 咒波裂隙种子
thaumicaugmentation:rift_seed:0, 咒波裂隙种子
thaumicaugmentation:rift_seed:1, 咒波种子
thaumicaugmentation:rift_seed:1, 咒波种子
thaumicaugmentation:augment_caster_rift_energy_storage, 元动能量电池
thaumicaugmentation:fracture_locator:0, 裂缝定位器
thaumicaugmentation:augment_builder_power:0, 调整器：求知
thaumicaugmentation:augment_builder_power:0, 调整器：元素
thaumicaugmentation:augment_builder_power:0, 调整器：主世界
thaumicaugmentation:augment_builder_power:0, 调整器：下界
thaumicaugmentation:augment_builder_power:0, 调整器：末地
thaumicaugmentation:augment_builder_power:0, 调整器：虚域
thaumicaugmentation:augment_builder_power:0, 调整器：增流
thaumicaugmentation:augment_builder_effect:0, 增效水晶：核心效能
thaumicaugmentation:augment_builder_effect:0, 增效水晶：施法速度
thaumicaugmentation:augment_builder_effect:0, 增效水晶：灵气减免
thaumicaugmentation:morphic_tool, 幻形工具
thaumicaugmentation:primal_cutter:0, 元始刃
thaumicaugmentation:primal_cutter:0, 元始刃
thaumicaugmentation:rift_jar:0, 奥术强化罐子
thaumicaugmentation:rift_jar:0, 缸中裂隙
thaumicaugmentation:impetus_mirror:0, 元动之镜
thaumicaugmentation:impetus_linker:0, 元动谐振器
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:thaumostatic_harness:0, 奥法背带
thaumicaugmentation:thaumostatic_harness_augment:0, 回转仪升级组件
thaumicaugmentation:thaumostatic_harness_augment:1, 腰带升级组件
thaumicaugmentation:elytra_harness:0, 奥法鞘翅
thaumicaugmentation:elytra_harness_augment:0, 元动助推器升级组件
thaumicaugmentation:autocaster_placer:0, 施法器
thaumicaugmentation:autocaster_placer:1, 邪术施法器
thaumicaugmentation:impulse_cannon:0, 元动加农炮
thaumicaugmentation:impulse_cannon_augment:0, 轨道炮模式组件
thaumicaugmentation:impulse_cannon_augment:1, 迸射模式组件
thaumicaugmentation:focus_ancient, 荒古核心
thaumicaugmentation:eldritch_lock_key:0, 符文石板
thaumicaugmentation:eldritch_lock_key:1, 镶尖符咒
thaumicaugmentation:eldritch_lock_key:2, 禁忌知识
thaumicaugmentation:eldritch_lock_key:3, 凶险剑刃
thaumicaugmentation:obelisk_placer:0, 邪术方尖碑
thaumicaugmentation:obelisk_placer:1, 荒古方尖碑
thaumicaugmentation:research_notes:0, 破旧卷轴
thaumicaugmentation:augment_vis_battery, 便携灵气电池
thaumicaugmentation:thaumium_robes_hood, 秘术师兜帽
thaumicaugmentation:thaumium_robes_chestplate, 秘术师法袍
thaumicaugmentation:thaumium_robes_leggings, 秘术师护腿
thaumicaugmentation:celestial_observer_placer, 天象瞭望镜
thaumictinkerer:share_book, 知识共享之书
thaumictinkerer:black_quartz, 烟黑石英
thaumictinkerer:connector, 矢量绑定器
thaumictinkerer:soul_mould, 灵魂铸模
thaumictinkerer:energetic_nitor, 超能闪耀之光
thaumictinkerer:spellbinding_cloth, 祛魔之布
thaumictinkerer:blood_sword, 咒灵之刃
thaumictinkerer:mob_aspect, item.thaumictinkerer:mob_aspect.name
thaumictinkerer:funnel, 源质漏斗
thaumictinkerer:dissimulation, 伪装方块
thaumictinkerer:transvector_interface, 矢量转接口
thaumictinkerer:transvector_dislocator, 矢量转位仪
thaumictinkerer:repairer, 奥法修复台
thaumictinkerer:magnet, 动力牵引仪
thaumictinkerer:mob_magnet, 形体牵引仪
thaumictinkerer:osmotic_enchanter, 渗透附魔台
thaumictinkerer:enchantment_pillar, 蕴魔柱
thaumictinkerer:animation_tablet, 活力牌板
thaumictinkerer:black_quartz_block, 烟黑石英块
thaumictinkerer:dummy_nitor, tile.thaumictinkerer:dummy_nitor.name
tinymobfarm:lasso, 套索
tinymobfarm:wood_farm, 木制生物农场
tinymobfarm:stone_farm, 石制生物农场
tinymobfarm:iron_farm, 铁制生物农场
tinymobfarm:gold_farm, 金制生物农场
tinymobfarm:diamond_farm, 钻石生物农场
tinymobfarm:emerald_farm, 绿宝石生物农场
tinymobfarm:inferno_farm, 下界生物农场
tinymobfarm:ultimate_farm, 终极生物农场
zensummoning:altar, Summoning Altar
wizardryutils:dusty_amulet, Dusty Amulet
wizardryutils:dusty_ring, Dusty Ring
wizardryutils:dusty_charm, Dusty Charm
wizardryutils:dusty_headgear, Dusty Headgear
wizardryutils:dusty_belt, Dusty Belt
wizardryutils:dusty_spell_book, Dusty Spell Book
wizardryutils:dusty_casket, Dusty Casket
ancientspellcraft:skull_watch, Skull Watch
ancientspellcraft:scribing_desk, Scribing Desk
ancientspellcraft:imbuement_altar_ruined, Ruined Imbuement Altar
ancientspellcraft:sphere_cognizance, Sphere of Cognizance
ancientspellcraft:sentinel_block_iron, Iron Sentinel
ancientspellcraft:sentinel_block_gold, Gold Sentinel
ancientspellcraft:sentinel_block_diamond, Diamond Sentinel
ancientspellcraft:sentinel_block_large_iron, Greater Iron Sentinel
ancientspellcraft:sentinel_block_large_gold, Greater Gold Sentinel
ancientspellcraft:sentinel_block_large_diamond, Greater Diamond Sentinel
ancientspellcraft:crystal_ore_fire, Fiery Crystal Ore
ancientspellcraft:crystal_ore_earth, Verdant Crystal Ore
ancientspellcraft:crystal_ore_healing, Radiant Crystal Ore
ancientspellcraft:crystal_ore_ice, Icy Crystal Ore
ancientspellcraft:crystal_ore_lightning, Stormy Crystal Ore
ancientspellcraft:crystal_ore_necromancy, Dark Crystal Ore
ancientspellcraft:crystal_ore_sorcery, Mystical Crystal Ore
ancientspellcraft:crystal_silver_ore, Crystal Silver Ore
ancientspellcraft:astral_diamond_ore, Astral Diamond Ore
ancientspellcraft:devoritium_ore, Devoritium Ore
ancientspellcraft:devoritium_block, Devoritium Block
ancientspellcraft:devoritium_gilded_stone, Devoritium Gilded Stone
ancientspellcraft:devoritium_bars, Devoritium Bars
ancientspellcraft:log_crystal_tree, Crystal Tree
ancientspellcraft:leaves_crystal_tree, Crystal Tree Leaves
ancientspellcraft:dimension_boundary, Pocket Dimension Boundary
ancientspellcraft:dimension_focus, Pocket Dimension Focus
ancientspellcraft:arcane_anvil, Arcane Anvil
ancientspellcraft:sage_lectern, Mystic Lectern
ancientspellcraft:master_bolt, Master Bolt
ancientspellcraft:sealed_stone, Magically Sealed Stone
ancientspellcraft:unsealed_stone, Unsealed Stone
ancientspellcraft:unseal_button, Unseal Glyph
ancientspellcraft:sage_flax, Lunar Flax
ancientspellcraft:sage_tome_novice_magic, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_magic, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_magic, Advanced Sage Tome
ancientspellcraft:sage_tome_master_magic, Master Sage Tome
ancientspellcraft:sage_tome_novice_fire, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_fire, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_fire, Advanced Sage Tome
ancientspellcraft:sage_tome_master_fire, Master Sage Tome
ancientspellcraft:sage_tome_novice_ice, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_ice, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_ice, Advanced Sage Tome
ancientspellcraft:sage_tome_master_ice, Master Sage Tome
ancientspellcraft:sage_tome_novice_lightning, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_lightning, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_lightning, Advanced Sage Tome
ancientspellcraft:sage_tome_master_lightning, Master Sage Tome
ancientspellcraft:sage_tome_novice_necromancy, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_necromancy, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_necromancy, Advanced Sage Tome
ancientspellcraft:sage_tome_master_necromancy, Master Sage Tome
ancientspellcraft:sage_tome_novice_earth, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_earth, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_earth, Advanced Sage Tome
ancientspellcraft:sage_tome_master_earth, Master Sage Tome
ancientspellcraft:sage_tome_novice_sorcery, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_sorcery, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_sorcery, Advanced Sage Tome
ancientspellcraft:sage_tome_master_sorcery, Master Sage Tome
ancientspellcraft:sage_tome_novice_healing, Novice Sage Tome
ancientspellcraft:sage_tome_apprentice_healing, Apprentice Sage Tome
ancientspellcraft:sage_tome_advanced_healing, Advanced Sage Tome
ancientspellcraft:sage_tome_master_healing, Master Sage Tome
ancientspellcraft:warlock_orb_novice_magic, Novice Magic Warlock Orb
ancientspellcraft:warlock_orb_apprentice_magic, Apprentice Magic Warlock Orb
ancientspellcraft:warlock_orb_advanced_magic, Advanced Magic Warlock Orb
ancientspellcraft:warlock_orb_master_magic, Master Magic Warlock Orb
ancientspellcraft:warlock_orb_novice_earth, Novice Earth Warlock Orb
ancientspellcraft:warlock_orb_apprentice_earth, Apprentice Earth Warlock Orb
ancientspellcraft:warlock_orb_advanced_earth, Advanced Earth Warlock Orb
ancientspellcraft:warlock_orb_master_earth, Master Earth Warlock Orb
ancientspellcraft:warlock_orb_novice_sorcery, Novice Sorcery Warlock Orb
ancientspellcraft:warlock_orb_apprentice_sorcery, Apprentice Sorcery Warlock Orb
ancientspellcraft:warlock_orb_advanced_sorcery, Advanced Sorcery Warlock Orb
ancientspellcraft:warlock_orb_master_sorcery, Master Sorcery Warlock Orb
ancientspellcraft:warlock_orb_novice_fire, Novice Fire Warlock Orb
ancientspellcraft:warlock_orb_apprentice_fire, Apprentice Fire Warlock Orb
ancientspellcraft:warlock_orb_advanced_fire, Advanced Fire Warlock Orb
ancientspellcraft:warlock_orb_master_fire, Master Fire Warlock Orb
ancientspellcraft:warlock_orb_novice_ice, Novice Ice Warlock Orb
ancientspellcraft:warlock_orb_apprentice_ice, Apprentice Ice Warlock Orb
ancientspellcraft:warlock_orb_advanced_ice, Advanced Ice Warlock Orb
ancientspellcraft:warlock_orb_master_ice, Master Ice Warlock Orb
ancientspellcraft:warlock_orb_novice_lightning, Novice Lightning Warlock Orb
ancientspellcraft:warlock_orb_apprentice_lightning, Apprentice Lightning Warlock Orb
ancientspellcraft:warlock_orb_advanced_lightning, Advanced Lightning Warlock Orb
ancientspellcraft:warlock_orb_master_lightning, Master Lightning Warlock Orb
ancientspellcraft:warlock_orb_novice_necromancy, Novice Necromancy Warlock Orb
ancientspellcraft:warlock_orb_apprentice_necromancy, Apprentice Necromancy Warlock Orb
ancientspellcraft:warlock_orb_advanced_necromancy, Advanced Necromancy Warlock Orb
ancientspellcraft:warlock_orb_master_necromancy, Master Necromancy Warlock Orb
ancientspellcraft:warlock_orb_novice_healing, Novice Healing Warlock Orb
ancientspellcraft:warlock_orb_apprentice_healing, Apprentice Healing Warlock Orb
ancientspellcraft:warlock_orb_advanced_healing, Advanced Healing Warlock Orb
ancientspellcraft:warlock_orb_master_healing, Master Healing Warlock Orb
ancientspellcraft:spectral_shield, Spectral Shield
ancientspellcraft:ancient_spellcraft_spell_book:189, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:190, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:191, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:192, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:193, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:194, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:195, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:196, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:197, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:198, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:199, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:200, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:201, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:202, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:203, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:205, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:206, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:207, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:208, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:209, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:210, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:211, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:212, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:213, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:214, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:215, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:216, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:217, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:219, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:222, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:223, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:224, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:226, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:227, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:230, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:231, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:233, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:234, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:235, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:236, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:237, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:239, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:240, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:249, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:252, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:253, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:254, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:255, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:257, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:258, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:259, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:260, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:261, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:262, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:264, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:265, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:267, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:272, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:275, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:276, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:277, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:278, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:292, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:293, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:305, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:306, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:307, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:308, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:309, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:310, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:311, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:312, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:313, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:314, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:315, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:316, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:317, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:318, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:319, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:320, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:321, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:322, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:323, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:324, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:325, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:326, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:327, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:328, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:329, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:357, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:358, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:359, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:360, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:361, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:362, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:363, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:364, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:365, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:366, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:367, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:368, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:369, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:370, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:371, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:372, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:373, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:374, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:375, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:376, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:377, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:378, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:379, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:380, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:381, Spell Book
ancientspellcraft:ancient_spellcraft_spell_book:382, Spell Book
ancientspellcraft:ancient_spell_book:204, Ancient Spell Book
ancientspellcraft:ancient_spell_book:218, Ancient Spell Book
ancientspellcraft:ancient_spell_book:220, Ancient Spell Book
ancientspellcraft:ancient_spell_book:221, Ancient Spell Book
ancientspellcraft:ancient_spell_book:225, Ancient Spell Book
ancientspellcraft:ancient_spell_book:228, Ancient Spell Book
ancientspellcraft:ancient_spell_book:229, Ancient Spell Book
ancientspellcraft:ancient_spell_book:232, Ancient Spell Book
ancientspellcraft:ancient_spell_book:238, Ancient Spell Book
ancientspellcraft:ancient_spell_book:241, Ancient Spell Book
ancientspellcraft:ancient_spell_book:242, Ancient Spell Book
ancientspellcraft:ancient_spell_book:243, Ancient Spell Book
ancientspellcraft:ancient_spell_book:244, Ancient Spell Book
ancientspellcraft:ancient_spell_book:245, Ancient Spell Book
ancientspellcraft:ancient_spell_book:246, Ancient Spell Book
ancientspellcraft:ancient_spell_book:247, Ancient Spell Book
ancientspellcraft:ancient_spell_book:248, Ancient Spell Book
ancientspellcraft:ancient_spell_book:250, Ancient Spell Book
ancientspellcraft:ancient_spell_book:251, Ancient Spell Book
ancientspellcraft:ancient_spell_book:256, Ancient Spell Book
ancientspellcraft:ancient_spell_book:263, Ancient Spell Book
ancientspellcraft:ancient_spell_book:266, Ancient Spell Book
ancientspellcraft:ancient_spell_book:268, Ancient Spell Book
ancientspellcraft:ancient_spell_book:269, Ancient Spell Book
ancientspellcraft:ancient_spell_book:270, Ancient Spell Book
ancientspellcraft:ancient_spell_book:271, Ancient Spell Book
ancientspellcraft:ancient_spell_book:273, Ancient Spell Book
ancientspellcraft:ancient_spell_book:274, Ancient Spell Book
ancientspellcraft:ancient_spell_book:279, Ancient Spell Book
ancientspellcraft:ancient_spell_book:280, Ancient Spell Book
ancientspellcraft:ancient_spell_book:281, Ancient Spell Book
ancientspellcraft:ancient_spell_book:282, Ancient Spell Book
ancientspellcraft:ancient_spell_book:283, Ancient Spell Book
ancientspellcraft:ancient_spell_book:284, Ancient Spell Book
ancientspellcraft:ancient_spell_book:285, Ancient Spell Book
ancientspellcraft:ancient_spell_book:286, Ancient Spell Book
ancientspellcraft:ancient_spell_book:287, Ancient Spell Book
ancientspellcraft:ancient_spell_book:288, Ancient Spell Book
ancientspellcraft:ancient_spell_book:289, Ancient Spell Book
ancientspellcraft:ancient_spell_book:290, Ancient Spell Book
ancientspellcraft:ancient_spell_book:291, Ancient Spell Book
ancientspellcraft:ancient_spell_book:294, Ancient Spell Book
ancientspellcraft:ancient_spell_book:295, Ancient Spell Book
ancientspellcraft:ancient_spell_book:296, Ancient Spell Book
ancientspellcraft:ancient_spell_book:297, Ancient Spell Book
ancientspellcraft:ancient_spell_book:298, Ancient Spell Book
ancientspellcraft:ancient_spell_book:299, Ancient Spell Book
ancientspellcraft:ancient_spell_book:300, Ancient Spell Book
ancientspellcraft:ancient_spell_book:301, Ancient Spell Book
ancientspellcraft:ancient_spell_book:302, Ancient Spell Book
ancientspellcraft:ancient_spell_book:303, Ancient Spell Book
ancientspellcraft:ancient_spell_book:304, Ancient Spell Book
ancientspellcraft:ancient_spellcraft_scroll:189, Hell's Gate卷轴
ancientspellcraft:ancient_spellcraft_scroll:190, Tame Animal卷轴
ancientspellcraft:ancient_spellcraft_scroll:191, Extinguish Flames卷轴
ancientspellcraft:ancient_spellcraft_scroll:192, Curse of Ender卷轴
